,0,1,2
1409,CAPITAL GROUP,Maintenance Supervisor,"['api', 'ui']"
1410,CAPITAL GROUP,Associate,"['portfolio management', 'api']"
1411,CAPITAL GROUP,Maintenance Technician,['ui']
1412,CAPITAL GROUP,newWarehouse Shipping & Distribution,['ui']
1413,CAPITAL GROUP,Employee Benefits Account Manager,"['database', 'ui']"
1414,CAPITAL GROUP,"Vice President, Investments/Acquisitons","['finance', 'economics', 'api', 'ui']"
1415,CAPITAL GROUP,newAnalyst,"['portfolio management', 'api']"
1416,CAPITAL GROUP,Client Services/Entry Level Sales,"['api', 'ui']"
1417,CAPITAL GROUP,Internal Wholesaler,"['series 7', 'api', 'ui']"
1418,CAPITAL GROUP,Client Service Associate,"['communications', 'api', 'ui']"
1419,CAPITAL GROUP,Entry Level Business Representative,['ui']
1420,CAPITAL GROUP,newBuyer Agent for Experienced Real Estate Agent,['ui']
1421,CAPITAL GROUP,Construction Estimator,"['network', 'engineering', 'api', 'ui']"
1422,CAPITAL GROUP,newDirector of Payroll,"['api', 'ui']"
1423,CAPITAL GROUP,Renovations Inspection Coordinator,"['api', 'ui']"
1424,MILLENNIUM MANAGEMENT LLC,Support Specialist,"['sql', 'communications', 'trading', 'ui']"
1425,MILLENNIUM MANAGEMENT LLC,"Head of Communications, WorldQuant","['programming', 'communications', 'api', 'ui']"
1426,MILLENNIUM MANAGEMENT LLC,Quant Researcher - Low Latency Execution Algos,"['python', 'c++', 'python', 'programming', 'computer science', 'trading', 'statistics', 'ux', 'ui']"
1427,MILLENNIUM MANAGEMENT LLC,Market Data Content Specialists – Operations & Middle Office,"['communications', 'ui']"
1428,MILLENNIUM MANAGEMENT LLC,Operations Specialist,"['trading', 'ui']"
1429,MILLENNIUM MANAGEMENT LLC,"Junior Software Engineer, Systematic Equities","['python', 'c++', 'python', 'mathematics', 'programming', 'engineering', 'computer science', 'trading', 'statistics', 'ui']"
1430,MILLENNIUM MANAGEMENT LLC,Compliance Analyst,"['communications', 'ui']"
1431,MILLENNIUM MANAGEMENT LLC,newC# Software Engineer,"['c#', 'sql', 'programming', 'trading', 'ux', 'ui']"
1432,MILLENNIUM MANAGEMENT LLC,C# Engineer,"['python', 'c#', 'python', 'sql', 'trading', 'api', 'ui']"
1433,MILLENNIUM MANAGEMENT LLC,Learning and Development D&I Associate,['ui']
1434,MILLENNIUM MANAGEMENT LLC,HRBP Associate,"['data analytics', 'finance']"
1435,MILLENNIUM MANAGEMENT LLC,Payroll Manager,"['finance', 'ui']"
1436,MILLENNIUM MANAGEMENT LLC,Compliance Associate,"['computer science', 'finance', 'trading', 'economics', 'ui']"
1437,MILLENNIUM MANAGEMENT LLC,"Risk Manager, Equities","['python', 'python', 'sql', 'communications', 'engineering', 'trading', 'ui']"
1438,MILLENNIUM MANAGEMENT LLC,"Portfolio Manager, Materials",[]
1439,NEWREZ,Joint Venture President,['ui']
1440,NEWREZ,newSocial Media & Online Specialist,"['communications', 'finance', 'ux', 'ui']"
1441,NEWREZ,Loan Officer Assistant,"['network', 'ui']"
1442,NEWREZ,Shelter Project Manager,"['communications', 'ui']"
1443,NEWREZ,Loan Officer,"['network', 'database', 'ui']"
1444,NEWREZ,Recruiter,"['network', 'communications', 'ui']"
1445,NEWREZ,Funding Specialist,['ui']
1446,NEWREZ,Desktop Support / Executive Support,"['communications', 'ui']"
1447,NEWREZ,Appraisal Coordinator,['ui']
1448,NEWREZ,Business Liaison Consultant,['ui']
1449,NEWREZ,Order Entry Specialist,['ui']
1450,NEWREZ,Salesforce Developer,"['programming', 'computer science', 'api', 'ui']"
1451,NEWREZ,Facilities Manager,"['communications', 'ui']"
1452,NEWREZ,National Purchase & REO Specialist,['ui']
1453,NEWREZ,Senior Quality Assurance Automation Engineer (Remote),"['c++', 'c#', 'sql', 'database', 'api', 'ui']"
1454,CIBC,newData Acquisition Specialist,['ui']
1455,CIBC,Global Markets Analyst,"['network', 'finance', 'trading', 'economics', 'api', 'ui']"
1456,CIBC,newBusiness Intelligence Data Analyst,['ui']
1457,CIBC,"newDirector, Enterprise Data Analytics",['ui']
1458,CIBC,Senior Account Processing Officer,"['network', 'ui']"
1459,CIBC,newInformation Security GRC Analyst,['ui']
1460,CIBC,"newBooking Analyst, Loan Operations Specialist",['ui']
1461,CIBC,"Specialist, Client Services",['ui']
1462,CIBC,2022 Private Banking Training Program,"['finance', 'ui']"
1463,CIBC,Virtual Info Session - EPC Peterborough,['ui']
1464,CIBC,"Senior Compliance Officer, CIBC Private Wealth Management","['network', 'ui']"
1465,CIBC,Investment Associate,"['communications', 'portfolio management', 'trading', 'ui']"
1466,CIBC,"Consultant, Application Development","['c#', 'sql', 'programming', 'engineering', 'computer science', 'api', 'ui', 'html']"
1467,CIBC,newDirector Business Intelligence,['ui']
1468,CIBC,"Operations Analyst, Trade Settlement, Private Wealth","['network', 'finance', 'economics', 'ui']"
1469,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,Equity Trader,"['finance', 'cfa', 'trading', 'economics', 'ui']"
1470,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,Analyst - Portfolio Management,"['python', 'python', 'sql', 'cfa', 'portfolio management', 'trading', 'ui']"
1471,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,"2022 Full-time Account Analyst, US","['finance', 'cfa', 'economics', 'api', 'ui']"
1472,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,"Account Associate, Global Wealth Management -LatAm","['finance', 'cfa', 'portfolio management', 'economics', 'ui']"
1473,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,Senior Recruiter – Technology,"['network', 'finance', 'cfa', 'ui']"
1474,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,"2022 Full-Time Global Wealth Management, US","['finance', 'cfa', 'economics', 'ui']"
1475,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,"2022 Masters, Quant Research, Client Analytics","['python', 'python', 'programming', 'engineering', 'machine learning', 'finance', 'portfolio management', 'trading', 'physics', 'ui']"
1476,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,Project Associate,"['communications', 'finance', 'cfa', 'ui']"
1477,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,Investment Operations Senior Associate,"['sql', 'cfa', 'ui']"
1478,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,"2022 Full-time Desk Analyst, US","['python', 'python', 'quantitative analysis', 'mathematics', 'programming', 'finance', 'cfa', 'portfolio management', 'trading', 'masters', 'api', 'ui']"
1479,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,Campus Recruiting Senior Associate,"['programming', 'cfa', 'ui']"
1480,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,Business Analyst,"['sql', 'cfa', 'portfolio management', 'database', 'ui']"
1481,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,Legal Specialist,"['cfa', 'portfolio management', 'trading', 'ui']"
1482,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,"Anti-Financial Crimes Compliance, Vice President","['cfa', 'ui']"
1483,PACIFIC INVESTMENT MANAGEMENT COMPANY LLC,Portfolio Associate,"['sql', 'programming', 'cfa', 'portfolio management', 'ui']"
1484,DATA BRIDGE CONSULTANTS,newRegulatory Reporting Analyst ( CCAR ),"['finance', 'ui']"
1485,DATA BRIDGE CONSULTANTS,Lab Operations Manager,"['api', 'ui']"
1486,DATA BRIDGE CONSULTANTS,B2B Systems Analyst,"['computer science', 'ux', 'ui', 'html']"
1487,DATA BRIDGE CONSULTANTS,newFinancial Control Analyst,['finance']
1488,DATA BRIDGE CONSULTANTS,newBusiness & Financial Analyst,"['python', 'python', 'finance', 'trading']"
1489,DATA BRIDGE CONSULTANTS,newFinancial Controller,['finance']
1490,DATA BRIDGE CONSULTANTS,Data Engineering Manager,"['communications', 'engineering', 'ui']"
1491,DATA BRIDGE CONSULTANTS,Project Consultant,"['finance', 'trading', 'ui']"
1492,DATA BRIDGE CONSULTANTS,Mainframe Storage Engineer,"['network', 'engineering', 'ui']"
1493,DATA BRIDGE CONSULTANTS,newSenior Financial Analyst,"['finance', 'ui']"
1494,DATA BRIDGE CONSULTANTS,newBusiness Finance Analyst,"['finance', 'ui']"
1495,DATA BRIDGE CONSULTANTS,FC P&L Control Associate,"['python', 'python', 'finance', 'trading', 'ui']"
1496,DATA BRIDGE CONSULTANTS,newFinance Controller,['finance']
1497,DATA BRIDGE CONSULTANTS,Quantitative Services Professional,"['sql', 'mathematics', 'finance', 'portfolio management', 'statistics', 'ui']"
1498,DATA BRIDGE CONSULTANTS,newCommercial Credit Lending Officer,"['finance', 'economics']"
1499,JANE STREET,Software Engineer: Fall Co-Op,"['programming', 'engineering', 'machine learning', 'finance', 'ui']"
1500,JANE STREET,Global Head of Experienced Hire Recruiting: Experienced,['ui']
1501,JANE STREET,Recruiting Strategy,['ui']
1502,JANE STREET,Front End Web Developer,"['sql', 'javascript', 'java', 'network', 'ui', 'html']"
1503,JANE STREET,Program Manager,['ui']
1504,JANE STREET,Options Execution Trader: Experienced,"['trading', 'ui']"
1505,JANE STREET,Options Billing Specialist: Experienced,"['trading', 'ui']"
1506,JANE STREET,Cyber Threat Intelligence Analyst: Experienced,"['trading', 'ui']"
1507,JANE STREET,MacOS Engineer: Experienced,"['engineering', 'ui']"
1508,JANE STREET,Quantitative Trader: Experienced,"['programming', 'finance', 'trading', 'economics', 'ui']"
1509,JANE STREET,Options Trader: Experienced,"['statistics', 'ui']"
1510,JANE STREET,Global Mobility and Immigration Specialist: Experienced,['ui']
1511,JANE STREET,Junior Network Engineer: Experienced,"['programming', 'network', 'engineering', 'trading', 'ux', 'ui']"
1512,JANE STREET,Global Head of Technology Recruiting: Experienced,"['finance', 'trading', 'api', 'ui']"
1513,JANE STREET,"Campus Recruiter, Trading: Experienced",['ui']
1514,BNP PARIBAS,newAppraisal Coordinating Specialist,"['database', 'ui']"
1515,BNP PARIBAS,"Teller (32hrs/wk) - Tehachapi, CA","['api', 'ui']"
1516,BNP PARIBAS,newOperations Coordinator II - Remote,['ui']
1517,BNP PARIBAS,newTrade Support Analyst,"['finance', 'economics', 'ui']"
1518,BNP PARIBAS,DCL Sales Support - Remote,"['communications', 'ui']"
1519,BNP PARIBAS,Assistant Vice President – Policies and Implementation Speci...,"['network', 'communications', 'finance', 'trading', 'api', 'ui']"
1520,BNP PARIBAS,newForensic Quality and Data Analyst,"['sql', 'ui']"
1521,BNP PARIBAS,"newTeller (20) - Sanger, CA",['ui']
1522,BNP PARIBAS,Sr Associate - COA,"['network', 'communications', 'finance', 'trading', 'api', 'ui']"
1523,BNP PARIBAS,"newTeller (30 hours) - Dinuba, CA",['ui']
1524,BNP PARIBAS,newQuality Control PFA Mortgage Auditor,['ui']
1525,BNP PARIBAS,Teller - (40 Hours) - Las Vegas - Rainbow,"['finance', 'ui']"
1526,BNP PARIBAS,newTeller - (20 Hours) - Tucson-Creekside,"['finance', 'ui']"
1527,BNP PARIBAS,Analyst - Consulting,"['network', 'engineering', 'machine learning', 'artificial intelligence', 'finance', 'trading', 'api', 'ui']"
1528,BNP PARIBAS,Teller - Full Time -Eubank Branch,"['finance', 'ui']"
1529,IMC FINANCIAL MARKETS,Senior Equity Options Vol Trader,"['trading', 'api', 'ui']"
1530,IMC FINANCIAL MARKETS,2022 Launchpad Program,"['mathematics', 'network', 'trading', 'api', 'ui']"
1531,IMC FINANCIAL MARKETS,Chief of Staff,"['communications', 'finance', 'trading', 'masters', 'ui']"
1532,IMC FINANCIAL MARKETS,Systematic Index Options Trader,"['python', 'python', 'mathematics', 'programming', 'options trading', 'engineering', 'computer science', 'trading', 'phd', 'ui']"
1533,IMC FINANCIAL MARKETS,Institutional Options Sales Representative,"['trading', 'ui']"
1534,IMC FINANCIAL MARKETS,Experienced ETF Trader,"['python', 'python', 'programming', 'trading', 'phd', 'ui']"
1535,IMC FINANCIAL MARKETS,Information Security Officer,"['network', 'engineering', 'trading', 'ui']"
1536,IMC FINANCIAL MARKETS,Trading Operations Analyst,"['python', 'python', 'trading', 'api', 'ui']"
1537,IMC FINANCIAL MARKETS,Risk Analyst,"['python', 'python', 'sql', 'mathematics', 'engineering', 'computer science', 'trading', 'statistics', 'ui']"
1538,IMC FINANCIAL MARKETS,Accounts Payable Analyst,"['finance', 'trading', 'ui']"
1539,IMC FINANCIAL MARKETS,Senior Accountant,"['sql', 'finance', 'trading', 'ui']"
1540,IMC FINANCIAL MARKETS,Senior HR Business Partner,"['trading', 'ui']"
1541,IMC FINANCIAL MARKETS,Business Intelligence Developer / Data Engineer,"['python', 'python', 'sql', 'mathematics', 'computer science', 'finance', 'trading', 'database', 'statistics', 'ui']"
1542,IMC FINANCIAL MARKETS,Digital Design Engineer,"['python', 'c++', 'python', 'network', 'electrical engineering', 'engineering', 'computer engineering', 'computer science', 'trading', 'phd', 'masters', 'fpga', 'ux', 'ui']"
1543,IMC FINANCIAL MARKETS,Senior Software Engineer - Developer Productivity,"['python', 'c++', 'python', 'java', 'engineering', 'trading', 'api', 'ui']"
1544,DRW TRADING GROUP,Algorithmic Trader,"['trading', 'api']"
1545,DRW TRADING GROUP,Meteorological Software Engineer,"['python', 'python', 'sql', 'mathematics', 'engineering', 'computer science', 'machine learning', 'trading', 'database', 'masters', 'api', 'ux', 'ui']"
1546,DRW TRADING GROUP,"Senior Quantitative Researcher, FICC Options Trading","['python', 'python', 'machine learning', 'finance', 'trading', 'statistics', 'api', 'ui']"
1547,DRW TRADING GROUP,"Relationship Manager, Cryptoassets","['trading', 'ui']"
1548,DRW TRADING GROUP,Operations Specialist - Energy Trading,"['finance', 'trading', 'database', 'economics', 'api', 'ui']"
1549,DRW TRADING GROUP,Trading Operations Specialist - Energies,"['finance', 'trading', 'database', 'economics', 'api', 'ui']"
1550,DRW TRADING GROUP,Storage Engineer,"['python', 'python', 'network', 'trading', 'api', 'ui']"
1551,DRW TRADING GROUP,Third Party Security Risk Analyst,"['trading', 'api', 'ui']"
1552,DRW TRADING GROUP,Trading Systems Engineer (Asia Shift),"['sql', 'network', 'communications', 'engineering', 'computer science', 'trading', 'database', 'api', 'ux', 'ui']"
1553,DRW TRADING GROUP,DeFi Trader/Portfolio Manager,"['python', 'python', 'trading', 'ui']"
1554,DRW TRADING GROUP,DevOps Engineer - Cryptoassets,"['python', 'python', 'network', 'communications', 'trading', 'database', 'ux', 'ui']"
1555,DRW TRADING GROUP,Trading Systems Engineer (Algo),"['python', 'python', 'network', 'communications', 'computer science', 'trading', 'api', 'ux', 'ui']"
1556,DRW TRADING GROUP,Senior Firewall Engineer,"['network', 'trading', 'api', 'ui']"
1557,DRW TRADING GROUP,Inventory & Shipping Specialist,"['trading', 'api', 'ui']"
1558,DRW TRADING GROUP,Operations Analyst - Energy Trading,"['programming', 'trading', 'api', 'ui']"
1559,SUMITOMO MITSUI BANKING CORPORATION,newApplication Support,"['python', 'python', 'trading', 'database', 'api', 'ux', 'ui']"
1560,SUMITOMO MITSUI BANKING CORPORATION,Capital Markets Client Onboarding Analyst,"['trading', 'database', 'api', 'ui']"
1561,SUMITOMO MITSUI BANKING CORPORATION,Operations Transformation Project Manager,"['network', 'finance', 'ui']"
1562,SUMITOMO MITSUI BANKING CORPORATION,"Analyst, Treasury Cash Management","['api', 'ui']"
1563,SUMITOMO MITSUI BANKING CORPORATION,Collections Specialist,"['finance', 'ui']"
1564,SUMITOMO MITSUI BANKING CORPORATION,"Client Services, Vice President","['mathematics', 'engineering', 'finance', 'trading', 'economics', 'api', 'ui']"
1565,SUMITOMO MITSUI BANKING CORPORATION,OTC Clearing Associate,"['trading', 'api', 'ui']"
1566,SUMITOMO MITSUI BANKING CORPORATION,"newSanctions Associate, Screening","['programming', 'ui']"
1567,SUMITOMO MITSUI BANKING CORPORATION,Settlements Associate,"['trading', 'ui']"
1568,SUMITOMO MITSUI BANKING CORPORATION,Anti-Fraud Program - Investigations - Associate,['ui']
1569,SUMITOMO MITSUI BANKING CORPORATION,Anti-Bribery & Corruption - Associate,"['network', 'communications', 'ui']"
1570,SUMITOMO MITSUI BANKING CORPORATION,Head of Innovation and Fintech,"['network', 'api', 'ui']"
1571,SUMITOMO MITSUI BANKING CORPORATION,Money Market/Repo Trader - Analyst,['ui']
1572,SUMITOMO MITSUI BANKING CORPORATION,Product Manager - Transaction Banking,['ui']
1573,SUMITOMO MITSUI BANKING CORPORATION,"Credit Officer, TMT","['communications', 'ui']"
1574,TOWER RESEARCH CAPITAL,"Senior Associate, Crypto Venture Capital","['engineering', 'trading', 'api', 'ui']"
1575,TOWER RESEARCH CAPITAL,"Sourcing and Operations Analyst, Crypto Venture Capital","['engineering', 'trading', 'api', 'ui']"
1576,TOWER RESEARCH CAPITAL,"newSenior Associate, Immigration & Mobility","['trading', 'api', 'ui']"
1577,TOWER RESEARCH CAPITAL,"Associate, Trading Operations","['finance', 'trading', 'api', 'ui']"
1578,TOWER RESEARCH CAPITAL,Procurement Associate,"['finance', 'trading', 'api', 'ui']"
1579,TOWER RESEARCH CAPITAL,FPGA Developer,"['python', 'c++', 'python', 'network', 'engineering', 'computer engineering', 'trading', 'fpga', 'api', 'ux', 'ui']"
1580,TOWER RESEARCH CAPITAL,"Senior Software Engineer, Python","['python', 'c++', 'python', 'programming', 'network', 'engineering', 'finance', 'trading', 'api', 'ui']"
1581,TOWER RESEARCH CAPITAL,Software Engineer (Python),"['python', 'c++', 'python', 'programming', 'network', 'engineering', 'computer science', 'finance', 'trading', 'api', 'ux', 'ui']"
1582,TOWER RESEARCH CAPITAL,Risk Manager,"['python', 'c++', 'python', 'engineering', 'trading', 'database', 'api', 'ui']"
1583,TOWER RESEARCH CAPITAL,Low Latency Developer,"['python', 'c++', 'python', 'network', 'computer science', 'finance', 'trading', 'api']"
1584,TOWER RESEARCH CAPITAL,Reliability Engineer,"['python', 'c++', 'python', 'java', 'engineering', 'computer science', 'trading', 'physics', 'api', 'ux', 'ui']"
1585,TOWER RESEARCH CAPITAL,Controller,"['finance', 'trading', 'api', 'ui']"
1586,TOWER RESEARCH CAPITAL,Experienced Software Engineer (C++),"['python', 'c++', 'python', 'java', 'programming', 'network', 'engineering', 'computer science', 'trading', 'api', 'ux', 'ui']"
1587,TOWER RESEARCH CAPITAL,DevOps Engineer,"['python', 'c++', 'python', 'java', 'engineering', 'computer science', 'trading', 'physics', 'api', 'ux', 'ui']"
1588,KRAKEN,Live Chat Support Specialist,"['trading', 'ui']"
1589,KRAKEN,Bilingual Live Chat Support Specialist,"['trading', 'ui']"
1590,KRAKEN,newFloor Manager,['ui']
1591,KRAKEN,newHost,['ui']
1592,KRAKEN,Third Party Risk Analyst - Kraken Bank,['ui']
1593,KRAKEN,Learning Facilitator - Virtual,"['api', 'ui']"
1594,KRAKEN,newAxe Coach,['ui']
1595,KRAKEN,Law Enforcement Production Associate,"['api', 'ui']"
1596,KRAKEN,Live Customer Service Specialist - Trilingual,['ui']
1597,KRAKEN,newContent Production Associate - Compliance,['ui']
1598,KRAKEN,"IT Support Specialist, Pacific Time Zone","['communications', 'trading', 'ui']"
1599,KRAKEN,Phone Support Specialist - EMEA,"['trading', 'ui']"
1600,KRAKEN,Phone Support Specialist - Americas,"['trading', 'ui']"
1601,KRAKEN,Client Support Specialist - Trilingual,['ui']
1602,KRAKEN,Crypto Research Associate,"['python', 'python', 'sql', 'computer science', 'economics', 'api', 'ui', 'html']"
1603,ELLINGTON MANAGEMENT GROUP,Corporate Credit Analyst,"['portfolio management', 'trading', 'ui']"
1604,ELLINGTON MANAGEMENT GROUP,SUMMER / FALL 2022 CO-OP – SOFTWARE DEVELOPER / DATA ENGINEE...,"['python', 'c#', 'python', 'sql', 'programming', 'engineering', 'computer engineering', 'computer science', 'database', 'ui']"
1605,ELLINGTON MANAGEMENT GROUP,CO-OP - FULL STACK DEVELOPER,"['python', 'c#', 'python', 'sql', 'programming', 'computer science', 'database', 'ui']"
1606,ELLINGTON MANAGEMENT GROUP,Software Engineer,"['python', 'c#', 'python', 'sql', 'programming', 'engineering', 'computer science', 'trading', 'database', 'ui']"
1607,ELLINGTON MANAGEMENT GROUP,SUMMER / FALL 2022 CO-OP - FULL STACK DEVELOPER,"['python', 'c#', 'python', 'sql', 'programming', 'computer science', 'database', 'ui']"
1608,ELLINGTON MANAGEMENT GROUP,newQuantitative Developer,"['python', 'python', 'sql', 'engineering', 'computer science', 'portfolio management', 'trading', 'database', 'api', 'ui']"
1609,ELLINGTON MANAGEMENT GROUP,Whole Loan Portfolio Analyst,['database']
1610,ELLINGTON MANAGEMENT GROUP,Hedge Fund Sales Associate,"['cfa', 'portfolio management', 'trading', 'api', 'ui']"
1611,ELLINGTON MANAGEMENT GROUP,Fund Accountant,"['sql', 'finance', 'portfolio management', 'ui']"
1612,ELLINGTON MANAGEMENT GROUP,Underwriter / Loan Purchase Specialist,"['network', 'ui']"
1613,ELLINGTON MANAGEMENT GROUP,Summer Associate - Corporate Credit,"['portfolio management', 'trading', 'ui']"
1614,ELLINGTON MANAGEMENT GROUP,"Associate, Valuation","['sql', 'mathematics', 'programming', 'engineering', 'finance', 'trading', 'ui']"
1615,PARADIGM CONNECT,Part Time Consultant Support - Hybrid,"['network', 'ui']"
1616,PARADIGM CONNECT,Director of Corporate Strategy,"['quantitative analysis', 'communications', 'ui']"
1617,PARADIGM CONNECT,newProject Assistant - Partnerships Incubator,"['communications', 'finance', 'api', 'ui']"
1618,PARADIGM CONNECT,"Partner Success Manager, EHR Partner Activation Team","['network', 'cloud computing', 'amazon web services', 'ui']"
1619,PARADIGM CONNECT,Virtual Registered Nurse,"['communications', 'api', 'ui']"
1620,PARADIGM CONNECT,newProduct Design Manager - Investing,"['engineering', 'api', 'ui']"
1621,PARADIGM CONNECT,Growth,"['network', 'finance', 'trading', 'api', 'ui']"
1622,PARADIGM CONNECT,newUX Researcher - Financial Services,"['engineering', 'finance', 'api', 'ux', 'ui']"
1623,PARADIGM CONNECT,VP of People,"['programming', 'network', 'communications', 'finance', 'trading', 'api', 'ui']"
1624,PARADIGM CONNECT,"Quality Assurance Analyst $120,000","['sql', 'javascript', 'java', 'database', 'ui', 'html']"
1625,PARADIGM CONNECT,Institutional Coverage Associate,"['network', 'finance', 'trading', 'api', 'ui']"
1626,PARADIGM CONNECT,Account Executive,['ui']
1627,PARADIGM CONNECT,"Engineering Leader, Backend [Remote - AMER]","['engineering', 'computer science', 'ui']"
1628,PARADIGM CONNECT,Associate Director of Community Relations,"['communications', 'ui']"
1629,PARADIGM CONNECT,Technical Recruiter,"['network', 'finance', 'trading', 'api', 'ui']"
1630,"TENASKA, INC.",Ramp Service Employee - Part-Time,"['network', 'ui']"
1631,"TENASKA, INC.",newBobcat equipment operators,['ui']
1632,"TENASKA, INC.",Customer Service Representative,['ui']
1633,"TENASKA, INC.",newCrime Gun Intelligence Specialist (2520),['ui']
1634,"TENASKA, INC.",Airline Ramp Agent,"['network', 'ui']"
1635,"TENASKA, INC.",Remote Customer Service Representative -Must be located in T...,"['network', 'ui']"
1636,"TENASKA, INC.",Store Employee,['ui']
1637,"TENASKA, INC.",Data Entry Clerk,"['database', 'ui']"
1638,"TENASKA, INC.",newIntake Specialist,"['api', 'ui']"
1639,"TENASKA, INC.",Refinery Operator,['ui']
1640,"TENASKA, INC.",newWarehouse Associate,['ui']
1641,"TENASKA, INC.",Claims Processor (work from home/remote),"['mathematics', 'ui', 'operating systems']"
1642,"TENASKA, INC.",Retail Warehouse Associate - D.C. Teams,"['trading', 'database', 'ui']"
1643,"TENASKA, INC.",Armed Security Officer - NCR,['ui']
1644,"TENASKA, INC.",Family Support Worker,"['database', 'ui']"
1645,DEUTSCHE BANK,US Public Affairs - Vice President,"['api', 'ui']"
1646,DEUTSCHE BANK,"Media Relations, Americas Businesses, Deutsche Bank - Assist...","['network', 'communications', 'finance', 'ui']"
1647,DEUTSCHE BANK,newCompliance Officer - Associate,"['network', 'finance', 'ui']"
1648,DEUTSCHE BANK,Deutsche Bank Graduate Programme – IB: Corporate Finance - B...,"['network', 'finance', 'api', 'ui']"
1649,DEUTSCHE BANK,“Remote” Anti-Money Laundering (AML) Transaction Monitoring...,['ui']
1650,DEUTSCHE BANK,International Private Bank (IPB) Americas Auditor - Associat...,"['network', 'ui']"
1651,DEUTSCHE BANK,Trader - Associate,"['network', 'trading', 'ui']"
1652,DEUTSCHE BANK,Client Services Operations Analyst - Associate,"['network', 'trading', 'api', 'ui']"
1653,DEUTSCHE BANK,Client Offboarding Analyst - Associate,"['network', 'ui']"
1654,DEUTSCHE BANK,newKnow Your Client Onboarding Operator - Analyst – Associate,"['network', 'ui']"
1655,DEUTSCHE BANK,newDebt Capital Markets (DCM) - Analyst - Associate,"['network', 'finance', 'trading', 'api', 'ui']"
1656,DEUTSCHE BANK,AFC & Compliance Officer – AFBC,['ui']
1657,DEUTSCHE BANK,newHR Operations and Product Specialist,"['network', 'communications', 'ui']"
1658,DEUTSCHE BANK,newUS Municipals - Direct Placement - Associate,"['network', 'trading', 'api', 'ui']"
1659,DEUTSCHE BANK,Credit Officer – International Private Bank Americas - Assoc...,"['network', 'finance', 'ui']"
1660,EVERGY,newHelper,['ui']
1661,EVERGY,Customer Program/Project Manager - Operations and Maintenanc...,"['communications', 'engineering', 'api', 'ui']"
1662,EVERGY,Customer Success Manager,"['quantitative analysis', 'engineering', 'finance', 'api', 'ui']"
1663,EVERGY,Project Manager,"['engineering', 'api', 'ui']"
1664,EVERGY,Strategy Associate,"['finance', 'statistics', 'api', 'ui']"
1665,EVERGY,Lineman -Journeyman,"['ux', 'ui']"
1666,EVERGY,Civil Engineer,"['engineering', 'ui']"
1667,EVERGY,newMgr Customer Analytics,"['python', 'python', 'sql', 'database', 'ui']"
1668,EVERGY,Business Development Operations Analyst/Associate,"['finance', 'api', 'ui']"
1669,EVERGY,Technician - Solutions,"['api', 'ui']"
1670,EVERGY,newVP of Finance & Investor Relations,"['finance', 'api', 'ui']"
1671,EVERGY,Quality Engineer,"['electrical engineering', 'engineering', 'statistics', 'api', 'ui']"
1672,EVERGY,newSupv Outage Restoration,"['communications', 'engineering', 'ui']"
1673,EVERGY,DevOps Engineer,"['python', 'python', 'java', 'programming', 'network', 'engineering', 'api', 'ui']"
1674,EVERGY,Building Energy Performance Product Manager,"['engineering', 'finance', 'api', 'ui']"
1675,3RED PARTNERS,Assistant Trader,"['python', 'python', 'mathematics', 'computer science', 'trading', 'physics', 'statistics', 'ui']"
1676,"EMINIFX, INC","Copy Operator (9am-6pm, M-F)",['ui']
1677,"EMINIFX, INC",Unarmed Security Officer Supporting the Capitol Police,['ui']
1678,"EMINIFX, INC",newField Debris Monitor,['ui']
1679,"EMINIFX, INC",Server/Event Server,['ui']
1680,"EMINIFX, INC",newIT Assistant,"['network', 'ui']"
1681,"EMINIFX, INC",Trash Collector,[]
1682,"EMINIFX, INC",Armed Security Officer - NCR,['ui']
1683,"EMINIFX, INC",Sales Associate Annapolis,[]
1684,"EMINIFX, INC",Remote Help Desk Technician,"['network', 'ui']"
1685,"EMINIFX, INC",newIntake Specialist,"['api', 'ui']"
1686,"EMINIFX, INC",newVerizon Customer Service Representative,"['network', 'ui']"
1687,"EMINIFX, INC",Remote Crisis Counselor - Bachelor's Level,['ui']
1688,"EMINIFX, INC",Non-Emergency Medical Transport Driver,[]
1689,"EMINIFX, INC",Refinery Operator,['ui']
1690,"EMINIFX, INC",Family Support Worker,"['database', 'ui']"
1691,VANGUARD,Forecasting Analyst,"['python', 'python', 'programming', 'machine learning', 'ui']"
1692,VANGUARD,newVanguard Financial Advisor- Return to Work Program,"['cfp', 'series 7', 'ui']"
1693,VANGUARD,Water Meter Technician,['ui']
1694,VANGUARD,Moving Closer (Telemarketing Sales),['ui']
